case_name,model_name,case_seed,score_seed,metric_name,q,val,latency
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.1,0.6511982687899333,309.7207178361714
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.1,0.6594890207500672,307.9156610183418
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.1,0.6537478914176263,305.338443024084
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.2,0.6470795649333017,305.3925051353872
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.2,0.6587348069543003,306.0750600416213
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.2,0.6536099372469969,305.7623249478638
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.3,0.6512703385571776,307.4328589718789
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.3,0.6563452652914796,305.3066981956363
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.3,0.6579302665359666,306.275564013049
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.4,0.6540939768523841,305.30630704015493
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.4,0.658550471028543,309.80635806918144
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.4,0.6550567338295628,305.63159310258925
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.5,0.6551234288453611,307.0272649638355
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.5,0.6671955712398271,309.1896821279079
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.5,0.6629517457025267,306.6939078271389
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.6,0.6623149325752398,306.7030010279268
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.6,0.6681971243563299,307.49431904405355
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.6,0.6685571990512529,306.79422011598945
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.7,0.6678978884915447,304.86185289919376
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.7,0.6803410416210661,306.96344282478094
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.7,0.6749458235049511,306.73929885961115
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.8,0.6745050367928169,305.94365601427853
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.8,0.6931871759203594,305.4938178975135
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.8,0.6887384666388048,305.8867228683084
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,0.9,0.7067047186281172,304.2477259878069
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,0.9,0.7175417802195038,302.2284049075097
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,0.9,0.7107448423266779,302.6826120913029
100k-20seg-50L,LowDisAccQ,42,2025,Aff-F1,1.0,0.7526850266872017,274.36624001711607
100k-20seg-50L,LowDisAccQ,42,2026,Aff-F1,1.0,0.7625971113804677,274.7030910104513
100k-20seg-50L,LowDisAccQ,42,2027,Aff-F1,1.0,0.7607994528261152,276.02873696014285
100k-200seg-50L,LowDisAccQ,43,2025,Aff-F1,0.1,0.5899858512142678,1416.1984659731388
100k-200seg-50L,LowDisAccQ,43,2026,Aff-F1,0.1,0.575971611556554,1399.6820158790797
100k-200seg-50L,LowDisAccQ,43,2027,Aff-F1,0.1,0.5926303629082822,1406.7776408046484
100k-200seg-50L,LowDisAccQ,43,2025,Aff-F1,0.2,0.6088251717324261,1415.6297938898206
100k-200seg-50L,LowDisAccQ,43,2026,Aff-F1,0.2,0.5904304070517244,1399.9523809179664
100k-200seg-50L,LowDisAccQ,43,2027,Aff-F1,0.2,0.6101809633222987,1408.7985940277576
100k-200seg-50L,LowDisAccQ,43,2025,Aff-F1,0.3,0.6203990724854958,1420.6878410186619
100k-200seg-50L,LowDisAccQ,43,2026,Aff-F1,0.3,0.6074665540625576,1412.8831510897726
100k-200seg-50L,LowDisAccQ,43,2027,Aff-F1,0.3,0.6250413148836689,1417.4845800735056
100k-200seg-50L,LowDisAccQ,43,2025,Aff-F1,0.4,0.638083490526869,1420.4767828341573
100k-200seg-50L,LowDisAccQ,43,2026,Aff-F1,0.4,0.638793049809238,1420.5771600827575
100k-200seg-50L,LowDisAccQ,43,2027,Aff-F1,0.4,0.6461809356019607,1426.7904048319906
100k-200seg-50L,LowDisAccQ,43,2025,Aff-F1,0.5,0.6577674497694842,1420.718485955149
100k-200seg-50L,LowDisAccQ,43,2026,Aff-F1,0.5,0.6691053040388781,1426.3707508798689
100k-200seg-50L,LowDisAccQ,43,2027,Aff-F1,0.5,0.6723003762482606,1418.1338199414313
100k-200seg-50L,LowDisAccQ,43,2025,Aff-F1,0.6,0.6916196624897255,1419.241859111935
