case_name,model_name,case_seed,score_seed,metric_name,q,val,tau,gamma,latency
100k-50seg-20H,AccQ,48,2025,CCE,0.4,-0.9917171020560437,0.9,20.0,51.656913943588734
100k-50seg-20H,AccQ,48,2025,CCE,0.4,-0.9930067775224769,0.9,30.0,51.80874885991216
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.5875959641565875,0.1,1.0,51.979697309434414
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.6109303831097661,0.1,5.0,49.673983827233315
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.6169505063485242,0.1,10.0,50.4963300190866
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.6198099033729694,0.1,20.0,52.1671362221241
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.6206201802160677,0.1,30.0,50.320493057370186
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.20959036070294368,0.3,1.0,50.07070396095514
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.2179095615294164,0.3,5.0,50.123241264373064
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.2200580043736548,0.3,10.0,50.12080306187272
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.22107987615679703,0.3,20.0,50.06769206374884
100k-50seg-20H,AccQ,48,2026,CCE,0.4,0.22136993955681708,0.3,30.0,50.14528101310134
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.16841524275070013,0.5,1.0,50.40491605177522
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.17511126005093317,0.5,5.0,50.2021792344749
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.17683449760121456,0.5,10.0,50.584458746016026
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.1776501510593754,0.5,20.0,50.11815531179309
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.17788030110243352,0.5,30.0,50.28619710355997
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.5464208462043438,0.7,1.0,50.33622216433287
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.5681320816312827,0.7,5.0,50.33005913719535
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.5737269995760839,0.7,10.0,50.176000222563744
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.5763801782755478,0.7,20.0,50.45255785807967
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.5771305417616841,0.7,30.0,50.189065746963024
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.9244264496579877,0.9,1.0,49.8229363001883
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.9611529032116324,0.9,5.0,50.20086979493499
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.9706195015509533,0.9,10.0,50.04422692582011
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.9751102054917202,0.9,20.0,50.22402014583349
100k-50seg-20H,AccQ,48,2026,CCE,0.4,-0.9763807824209348,0.9,30.0,49.98737899586558
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.5658916460966996,0.1,1.0,52.955483086407185
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.5883792322642949,0.1,5.0,52.477709017693996
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.5941727538654794,0.1,10.0,51.43170431256294
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.5969191494903053,0.1,20.0,51.727828569710255
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.5976955436232018,0.1,30.0,51.522121764719486
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.1878744749102829,0.3,1.0,51.61813274025917
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.1953307942547418,0.3,5.0,51.81694030761719
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.19725689301251775,0.3,10.0,51.656886003911495
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.1981733378566988,0.3,20.0,51.82665307074785
100k-50seg-20H,AccQ,48,2027,CCE,0.4,0.1984335884341103,0.3,30.0,53.08119812980294
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.19014269627613378,0.5,1.0,51.6847837716341
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.19771764375481113,0.5,5.0,51.609308924525976
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.1996589678404438,0.5,10.0,51.94661021232605
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.20057247377690762,0.5,20.0,54.94237272068858
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.20082836675498109,0.5,30.0,51.92301981151104
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.5681598674625504,0.7,1.0,51.78729631006718
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.5907660817643641,0.7,5.0,52.171042654663324
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.5965748286934053,0.7,10.0,53.08795627206564
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.5993182854105141,0.7,20.0,52.31919791549444
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.6000903219440724,0.7,30.0,51.672980189323425
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.9461770386489672,0.9,1.0,53.359512239694595
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.9838145197739171,0.9,5.0,55.195569060742855
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.9934906895463671,0.9,10.0,54.979290813207626
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.9980640970441206,0.9,20.0,52.18089697882533
100k-50seg-20H,AccQ,48,2027,CCE,0.4,-0.9993522771331639,0.9,30.0,51.58277088776231
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.7608107402635556,0.1,1.0,51.939448807388544
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.7910215647721792,0.1,5.0,50.18217442557216
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.7988169633401125,0.1,10.0,50.735022872686386
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.8025203670294783,0.1,20.0,50.667628180235624
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.8035700890315929,0.1,30.0,49.49346510693431
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.3828042011278335,0.3,1.0,50.23818276822567
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.39799851093197036,0.3,5.0,50.37779314443469
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.4019225728677042,0.3,10.0,50.158360973000526
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.4037890632566476,0.3,20.0,50.33168476074934
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.4043189007952813,0.3,30.0,50.3304461017251
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.00479766199211157,0.5,1.0,52.064990159124136
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.004975457091761585,0.5,5.0,50.343604292720556
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.005028182395295894,0.5,10.0,50.63626589253545
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.005057759483817108,0.5,20.0,49.826026894152164
100k-50seg-20H,AccQ,48,2025,CCE,0.5,0.005067712558969787,0.5,30.0,50.041722133755684
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.3732088771436103,0.7,1.0,50.32609403133392
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.38804759674844713,0.7,5.0,50.24340795353055
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.39186620807711237,0.7,10.0,50.05314014852047
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.39367354428901336,0.7,20.0,50.3317192196846
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.3941834756773417,0.7,30.0,50.41299108415842
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.7512154162793323,0.9,1.0,50.18665920943022
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.781070650588656,0.9,5.0,50.42194714769721
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.7887605985495207,0.9,10.0,50.725657027214766
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.792404848061844,0.9,20.0,49.973885994404554
100k-50seg-20H,AccQ,48,2025,CCE,0.5,-0.7934346639136535,0.9,30.0,50.30919425189495
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.7552847501763351,0.1,1.0,50.0893029384315
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.7852691102211401,0.1,5.0,50.573070999234915
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.7930098612272998,0.1,10.0,50.61636585742235
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.7966898095507216,0.1,20.0,50.781108904629946
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.7977337527706377,0.1,30.0,50.147440284490585
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.37728235320916326,0.3,1.0,50.4746250808239
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.39225593984043017,0.3,5.0,50.24921614676714
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.39612383182645566,0.3,10.0,50.11916998773813
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.397964157153281,0.3,20.0,50.27836514636874
100k-50seg-20H,AccQ,48,2026,CCE,0.5,0.3984867593409816,0.3,30.0,50.4613658413291
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.0007200437580085883,0.5,1.0,50.44767213985324
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.0007572305402798081,0.5,5.0,49.992852844297886
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.0007621975743883486,0.5,10.0,50.11032288894057
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.0007614952441596223,0.5,20.0,50.19586719572544
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.0007602340886745523,0.5,30.0,50.42897118255496
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.37872244072518035,0.7,1.0,50.19946815446019
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.3937704009209897,0.7,5.0,50.15559308230877
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.3976482269752323,0.7,10.0,49.81694696471095
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.3994871476416001,0.7,20.0,50.678690895438194
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.4000072275183306,0.7,30.0,50.27964571490884
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.7567248376923523,0.9,1.0,50.62384810298681
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.7867835713016997,0.9,5.0,50.890469923615456
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.7945342563760764,0.9,10.0,50.29229586943984
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.7982128000390408,0.9,20.0,51.21288029477
100k-50seg-20H,AccQ,48,2026,CCE,0.5,-0.7992542209479868,0.9,30.0,50.686173141002655
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.7473868430972908,0.1,1.0,50.223557744175196
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.7770973441010574,0.1,5.0,49.53602608293295
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.7847460138438278,0.1,10.0,49.79745903983712
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.7883680567867181,0.1,20.0,50.42737303301692
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.789390680800145,0.1,30.0,50.11418741196394
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.36936633240433797,0.3,1.0,49.93524681776762
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.384040935329444,0.3,5.0,50.324935000389814
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.38782341060542574,0.3,10.0,50.30340328812599
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.38961768856713785,0.3,20.0,50.76866317540407
100k-50seg-20H,AccQ,48,2027,CCE,0.5,0.39012534370027413,0.3,30.0,50.41643790900707
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.008654178288614804,0.5,1.0,50.374161917716265
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.009015473442169297,0.5,5.0,49.87530177459121
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.009099192632976216,0.5,10.0,52.197915967553854
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.009132679652442247,0.5,20.0,51.205324940383434
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.009139993399596608,0.5,30.0,50.42118113487959
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.38667468898156754,0.7,1.0,50.4625691100955
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.40207188221378254,0.7,5.0,50.51571503281593
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.4060217958713781,0.7,10.0,51.22504010796547
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.4078830478720223,0.7,20.0,50.488511100411415
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.4084053304994673,0.7,30.0,50.19809911027551
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.7646951996745204,0.9,1.0,50.57567683979869
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.795128290985396,0.9,5.0,49.89981418475509
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.80294439910978,0.9,10.0,50.54278485476971
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.8066334160916026,0.9,20.0,50.304199103266
100k-50seg-20H,AccQ,48,2027,CCE,0.5,-0.8076706675993381,0.9,30.0,49.938103184103966
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.9349675285393433,0.1,1.0,55.44350575655699
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.9721029456859482,0.1,5.0,56.04227911680937
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.9816802440292973,0.1,10.0,52.28943331167102
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.9862269628626975,0.1,20.0,51.69302597641945
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.9875146054241408,0.1,30.0,51.594712771475315
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.556959321996509,0.3,1.0,52.30723042041063
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.5790759071002041,0.3,5.0,51.675084978342056
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.5847824841099408,0.3,10.0,52.25976184010506
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.587493383355244,0.3,20.0,51.841318141669035
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.5882617286753342,0.3,30.0,51.90331116318703
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.17895111545367487,0.5,1.0,51.87648627907038
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.1860488685144601,0.5,5.0,51.79290706291795
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.18788472419058455,0.5,10.0,52.00268980115652
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.18875980384779073,0.5,20.0,53.0445440672338
100k-50seg-20H,AccQ,48,2025,CCE,0.6,0.1890088519265276,0.5,30.0,51.34211992844939
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.19905709108915923,0.7,1.0,51.61591898649931
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.20697817007128386,0.7,5.0,51.735350862145424
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.20901303572877172,0.7,10.0,51.76508100703359
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.20997377565966258,0.7,20.0,52.126092836260796
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.21024402482227894,0.7,30.0,51.831638906151056
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.5770652976319935,0.9,1.0,51.85147514566779
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.600005208657028,0.9,5.0,52.89940722286701
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.6059107956481282,0.9,10.0,52.03911475837231
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.608707355167116,0.9,20.0,51.75262503325939
100k-50seg-20H,AccQ,48,2025,CCE,0.6,-0.6094969015710857,0.9,30.0,52.815791219472885
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.9280515331888399,0.1,1.0,51.459684036672115
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.9649027498771537,0.1,5.0,49.690661020576954
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.974411872052723,0.1,10.0,50.19515613093972
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.9789296129355061,0.1,20.0,50.0292400829494
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.9802102243020528,0.1,30.0,50.35059712827206
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.5500489039962203,0.3,1.0,50.561134703457355
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.5718890219689083,0.3,5.0,50.60020415112376
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.5775253718360421,0.3,10.0,50.31915195286274
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.5802036432574726,0.3,20.0,49.91000611335039
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.5809629957420341,0.3,30.0,50.74884323403239
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.17204627480360074,0.5,1.0,51.460607908666134
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.17887529406066288,0.5,5.0,50.2618788741529
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.1806388716193615,0.5,10.0,49.63949089869857
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.18147767357943934,0.5,20.0,50.2615668810904
100k-50seg-20H,AccQ,48,2026,CCE,0.6,0.1817157671820155,0.5,30.0,50.82453368231654
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.20595635438901871,0.7,1.0,50.340887159109116
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.21413843384758244,0.7,5.0,49.98901020735502
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.21624762859731908,0.7,10.0,50.68066669628024
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.21724829609859397,0.7,20.0,50.222933292388916
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.21753146137800305,0.7,30.0,50.360930152237415
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.5839589835816383,0.9,1.0,49.96648384258151
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.607152161755828,0.9,5.0,50.55093485862017
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.6131341288139999,0.9,10.0,50.18087010830641
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.6159742657766274,0.9,20.0,50.18917191773653
100k-50seg-20H,AccQ,48,2026,CCE,0.6,-0.6167786899380219,0.9,30.0,50.83300918340683
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.9200782389785335,0.1,1.0,50.15178304165602
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.9566587050745865,0.1,5.0,50.02755671739578
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.9660732606974782,0.1,10.0,50.523702055215836
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.9705297424036304,0.1,20.0,50.506372936069965
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.9717873312475547,0.1,30.0,50.30869971960783
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.5420581695964173,0.3,1.0,49.71714876592159
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.5636033471804961,0.3,5.0,50.431071780622005
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.5691515469808965,0.3,10.0,51.16516072303057
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.5717799760131883,0.3,20.0,50.27992697432637
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.572522441095189,0.3,30.0,50.52195116877556
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.1640381002143015,0.5,1.0,50.24738609790802
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.17054798928640585,0.5,5.0,52.00782231986523
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.17222983326431496,0.5,10.0,50.872053019702435
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.17303020962274618,0.5,20.0,50.536183174699545
100k-50seg-20H,AccQ,48,2027,CCE,0.6,0.17325755094282352,0.5,30.0,49.83031330630183
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.21398196916781434,0.7,1.0,50.36817118525505
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.22250736860768433,0.7,5.0,50.258133094757795
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.22469188045226657,0.7,10.0,50.30858004465699
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.22571955676769587,0.7,20.0,49.88387506455183
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.2260073392095419,0.7,30.0,50.75119575485587
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.5920020385499304,0.9,1.0,50.44305231422186
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.6155627265017747,0.9,5.0,50.67543778568506
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.6216135941688483,0.9,10.0,50.43469974771142
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.6244693231581382,0.9,20.0,49.86707866191864
100k-50seg-20H,AccQ,48,2027,CCE,0.6,-0.6252722293619075,0.9,30.0,51.750280894339085
100k-50seg-20H,AccQ,48,2025,CCE,0.7,1.126809099622801,0.1,1.0,50.23138830438256
100k-50seg-20H,AccQ,48,2025,CCE,0.7,1.171583807018865,0.1,5.0,51.048411056399345
100k-50seg-20H,AccQ,48,2025,CCE,0.7,1.183120708414816,0.1,10.0,50.17703026533127
100k-50seg-20H,AccQ,48,2025,CCE,0.7,1.1885907291572966,0.1,20.0,51.231199875473976
100k-50seg-20H,AccQ,48,2025,CCE,0.7,1.1901374288836675,0.1,30.0,51.418378949165344
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.7487984364819349,0.3,1.0,53.1122637912631
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.7785508971227323,0.3,5.0,53.71080804616213
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.786217983932915,0.3,10.0,51.03376414626837
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.7898537967268441,0.3,20.0,50.064770970493555
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.790882064449824,0.3,30.0,50.614005886018276
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.3707877733410687,0.5,1.0,50.43476913124323
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.3855179872265997,0.5,5.0,50.795107148587704
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.38931525945101386,0.5,10.0,49.92970498278737
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.3911168642963917,0.5,20.0,50.750015303492546
100k-50seg-20H,AccQ,48,2025,CCE,0.7,0.3916267000159809,0.5,30.0,50.48243934288621
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.0072228897997973175,0.7,1.0,50.89615331962705
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.007514922669532808,0.7,5.0,50.09971000254154
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.007587465030887141,0.7,10.0,50.68968702107668
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.007620068134060742,0.7,20.0,51.05415312573314
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.00762866441786226,0.7,30.0,50.53676711395383
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.38523355294066364,0.9,1.0,50.83015700802207
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.4005478325656655,0.9,5.0,50.69370288401842
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.40449018951278837,0.9,10.0,50.348345655947924
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.4063570005645133,0.9,20.0,50.591963808983564
100k-50seg-20H,AccQ,48,2025,CCE,0.7,-0.4068840288517056,0.9,30.0,50.43753609061241
100k-50seg-20H,AccQ,48,2026,CCE,0.7,1.106740158708063,0.1,1.0,54.20119082555175
100k-50seg-20H,AccQ,48,2026,CCE,0.7,1.1507042156640195,0.1,5.0,52.48637590557337
100k-50seg-20H,AccQ,48,2026,CCE,0.7,1.1620393425059048,0.1,10.0,51.81292723864317
100k-50seg-20H,AccQ,48,2026,CCE,0.7,1.1674183984395148,0.1,20.0,53.41407936066389
100k-50seg-20H,AccQ,48,2026,CCE,0.7,1.1689410101671207,0.1,30.0,51.691068802028894
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.7287343119047573,0.3,1.0,51.2522691860795
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.7576828003098344,0.3,5.0,52.40536108613014
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.7651463414141202,0.3,10.0,51.28581589087844
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.768688037508758,0.3,20.0,51.16651300340891
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.7696905232428051,0.3,30.0,52.82097589224577
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.3507284651014517,0.5,1.0,51.269571762531996
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.3646613849556496,0.5,5.0,51.37631203979254
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.3682533403223358,0.5,10.0,51.87806207686663
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.36995767657800127,0.5,20.0,51.479401998221874
100k-50seg-20H,AccQ,48,2026,CCE,0.7,0.3704400363184895,0.5,30.0,51.68888531625271
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.027277381701853697,0.7,1.0,51.32888164371252
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.028360030398535255,0.7,5.0,51.369041204452515
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.028639660769448478,0.7,10.0,52.72160191088915
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.028772684352755408,0.7,20.0,51.349325105547905
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.02881045060582609,0.7,30.0,51.43069615587592
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.40528322850515935,0.9,1.0,51.55437393113971
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.4213814457527203,0.9,5.0,51.39203881844878
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.42553266186123306,0.9,10.0,51.62497702986002
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.42750304528351224,0.9,20.0,51.727896090596914
100k-50seg-20H,AccQ,48,2026,CCE,0.7,-0.42806093753014185,0.9,30.0,51.639210898429155
100k-50seg-20H,AccQ,48,2027,CCE,0.7,1.101862349549963,0.1,1.0,51.8490020185709
100k-50seg-20H,AccQ,48,2027,CCE,0.7,1.145676002259786,0.1,5.0,49.88103220239282
100k-50seg-20H,AccQ,48,2027,CCE,0.7,1.1569490012833878,0.1,10.0,50.2960029989481
100k-50seg-20H,AccQ,48,2027,CCE,0.7,1.16228312462201,0.1,20.0,50.08463095873594
100k-50seg-20H,AccQ,48,2027,CCE,0.7,1.1637876587058522,0.1,30.0,50.389808136969805
100k-50seg-20H,AccQ,48,2027,CCE,0.7,0.7238433781043427,0.3,1.0,49.67777989804745
100k-50seg-20H,AccQ,48,2027,CCE,0.7,0.7526232601191867,0.3,5.0,50.57195480912924
100k-50seg-20H,AccQ,48,2027,CCE,0.7,0.7600295013764602,0.3,10.0,50.659388303756714
100k-50seg-20H,AccQ,48,2027,CCE,0.7,0.7635348556868558,0.3,20.0,49.97257795184851
