case_name,model_name,case_seed,score_seed,metric_name,q,val,tau,gamma,latency
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.15514903602131536,0.3,5.0,51.17841204628348
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.15667386554791418,0.3,10.0,51.449366845190525
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.15739320016589664,0.3,20.0,51.229262724518776
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.15759533661678976,0.3,30.0,50.87069794535637
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.5272213717947781,0.5,1.0,51.263686735183
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.5481839920493974,0.5,5.0,54.36696484684944
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.5535783199924311,0.5,10.0,54.8455948010087
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.5561313007691849,0.5,20.0,50.861503928899765
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.5568515676943695,0.5,30.0,50.997354090213776
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.905232890758774,0.7,1.0,50.96064414829016
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.9412189480774791,0.7,5.0,51.546051166951656
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.9504827744369478,0.7,10.0,50.885502714663744
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.9548694013724732,0.7,20.0,51.44151300191879
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-0.956107798771949,0.7,30.0,51.30005208775401
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-1.2832444097227702,0.9,1.0,51.41264572739601
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-1.3342539041055614,0.9,5.0,51.3885491527617
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-1.347387228881465,0.9,10.0,51.06293596327305
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-1.3536075019757616,0.9,20.0,51.1145587079227
100k-20seg-50L,AccQ,42,2025,CCE,0.2,-1.3553640298495289,0.9,30.0,51.175846718251705
100k-20seg-50L,AccQ,42,2026,CCE,0.2,0.2129152323259967,0.1,1.0,50.94600701704621
100k-20seg-50L,AccQ,42,2026,CCE,0.2,0.2213668907460219,0.1,5.0,50.734044052660465
100k-20seg-50L,AccQ,42,2026,CCE,0.2,0.22354928000504107,0.1,10.0,51.08000338077545
100k-20seg-50L,AccQ,42,2026,CCE,0.2,0.22458712519805013,0.1,20.0,53.46327181905508
100k-20seg-50L,AccQ,42,2026,CCE,0.2,0.22488166280618963,0.1,30.0,50.69764284417033
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.1650985089245598,0.3,1.0,51.294507924467325
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.1716733714410881,0.3,5.0,50.890943966805935
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.1733596623809857,0.3,10.0,51.52669595554471
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.17415400785888163,0.3,20.0,50.45784963294864
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.17437681874922034,0.3,30.0,52.26862896233797
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.5431122501751162,0.5,1.0,51.10037000849843
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.564713633628198,0.5,5.0,51.989811938256025
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.5702686047670125,0.5,10.0,50.820660311728716
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.5728951409158134,0.5,20.0,52.67038196325302
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.5736353003046303,0.5,30.0,52.48027481138706
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.9211259914256728,0.7,1.0,51.20291095227003
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.9577538958153079,0.7,5.0,52.95565025880933
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.967177547153039,0.7,10.0,52.68969992175698
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.9716362739727449,0.7,20.0,52.51985788345337
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-0.9728937818600402,0.7,30.0,54.305448196828365
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-1.299139732676229,0.9,1.0,55.029913783073425
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-1.350794158002418,0.9,5.0,51.093179266899824
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-1.364086489539066,0.9,10.0,50.832672975957394
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-1.3703774070296768,0.9,20.0,50.876261200755835
100k-20seg-50L,AccQ,42,2026,CCE,0.2,-1.3721522634154502,0.9,30.0,51.70576507225633
100k-20seg-50L,AccQ,42,2027,CCE,0.2,0.21289169765871174,0.1,1.0,51.06957536190748
100k-20seg-50L,AccQ,42,2027,CCE,0.2,0.2213410426514783,0.1,5.0,50.84661673754454
100k-20seg-50L,AccQ,42,2027,CCE,0.2,0.223523577934048,0.1,10.0,50.67245662212372
100k-20seg-50L,AccQ,42,2027,CCE,0.2,0.2245619835036366,0.1,20.0,51.00229196250439
100k-20seg-50L,AccQ,42,2027,CCE,0.2,0.22485684994074787,0.1,30.0,52.59275482967496
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.16512131560535925,0.3,1.0,51.51404393836856
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.17169747999799526,0.3,5.0,50.71029905229807
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.17338389347538397,0.3,10.0,51.50741804391146
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.17417815599744035,0.3,20.0,50.657962914556265
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.17440089441098872,0.3,30.0,51.23601295053959
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.5431343288694301,0.5,1.0,51.35450605303049
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.5647360026474686,0.5,5.0,54.37852814793587
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.5702913648848158,0.5,10.0,51.630740985274315
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.5729182954985172,0.5,20.0,51.21799698099494
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.5736586387627253,0.5,30.0,53.979409858584404
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.921147342133501,0.7,1.0,54.73571503534913
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.9577745252969421,0.7,5.0,52.53665102645755
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.9671988362942476,0.7,10.0,50.679428037256
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.971658434999594,0.7,20.0,50.745661836117506
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-0.9729163831144618,0.7,30.0,51.01523781195283
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-1.299160355397572,0.9,1.0,50.61430484056473
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-1.3508130479464155,0.9,5.0,50.889461766928434
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-1.3641063077036797,0.9,10.0,50.39072409272194
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-1.370398574500671,0.9,20.0,50.55162310600281
100k-20seg-50L,AccQ,42,2027,CCE,0.2,-1.3721741274661983,0.9,30.0,50.12357886880636
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.3994204765320853,0.1,1.0,51.64791829884052
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.4152912316695412,0.1,5.0,50.23205420002341
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.41938087839884963,0.1,10.0,50.854736007750034
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.42132010959843874,0.1,20.0,50.91012176126242
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.42186851264208536,0.1,30.0,50.771601032465696
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.02140649124182705,0.3,1.0,50.82162003964186
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.022250398407498803,0.3,5.0,53.268257062882185
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.022471450171464596,0.3,10.0,51.662201061844826
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.022578645038060126,0.3,20.0,50.408910028636456
100k-20seg-50L,AccQ,42,2025,CCE,0.3,0.022609783794478793,0.3,30.0,51.41640407964587
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.3566074940484312,0.5,1.0,50.84252683445811
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.3707904348545435,0.5,5.0,51.7172422260046
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.37443797805592033,0.5,10.0,50.74213491752744
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.37616281952231845,0.5,20.0,51.2772430665791
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.37664894505312774,0.5,30.0,50.490130204707384
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.7346214793386893,0.7,1.0,52.87983501330018
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.7638312681165856,0.7,5.0,50.292544066905975
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.7713474062833052,0.7,10.0,51.31164891645312
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.774904284082697,0.7,20.0,50.37734704092145
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-0.7759076739007342,0.7,30.0,52.51311603933573
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-1.1126354646289474,0.9,1.0,53.45406895503402
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-1.156872101378628,0.9,5.0,53.751074243336916
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-1.1682568345106903,0.9,10.0,50.58153020218015
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-1.1736457486430758,0.9,20.0,51.13309295848012
100k-20seg-50L,AccQ,42,2025,CCE,0.3,-1.1751664027483408,0.9,30.0,50.62602320685983
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.382599914611214,0.1,1.0,50.47376500442624
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.3977981379659547,0.1,5.0,50.43452885001898
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.40171673201716396,0.1,10.0,50.91415112838149
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.40357634155117883,0.1,20.0,52.35521774739027
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.4041027444754961,0.1,30.0,52.33373120427132
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.004587004490487967,0.3,1.0,50.779914017766714
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.004759871839207933,0.3,5.0,51.35815590620041
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.004809475081141473,0.3,10.0,50.89475866407156
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.0048363441227111895,0.3,20.0,51.14763183519244
100k-20seg-50L,AccQ,42,2026,CCE,0.3,0.004845104437370972,0.3,30.0,50.713918171823025
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.3734259056302379,0.5,1.0,51.06122884899378
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.38827839428753874,0.5,5.0,52.211219910532236
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.3920977818548809,0.5,10.0,52.141823805868626
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.39390365330575633,0.5,20.0,50.89162802323699
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.39441253560075407,0.5,30.0,50.847511272877455
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.7514388157509638,0.7,1.0,51.13303009420633
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.7813166604142855,0.7,5.0,51.02463765069842
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.7890050387909033,0.7,10.0,51.85713106766343
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.7926436507342238,0.7,20.0,51.27466004341841
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-0.7936701756388791,0.7,30.0,52.25720023736358
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-1.1294517258716898,0.9,1.0,50.75071984902024
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-1.1743549265410322,0.9,5.0,51.20173329487443
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-1.185912295726926,0.9,10.0,50.88798515498638
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-1.1913836481626916,0.9,20.0,52.17132391408086
100k-20seg-50L,AccQ,42,2026,CCE,0.3,-1.1929278156770045,0.9,30.0,50.5122491158545
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.39442626958923616,0.1,1.0,55.27800600975752
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.41008978258512685,0.1,5.0,50.724026281386614
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.4141307642405163,0.1,10.0,51.27419298514724
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.4160500554884228,0.1,20.0,50.90522766113281
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.41659390781109845,0.1,30.0,50.96437316387892
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.01641677400443631,0.3,1.0,50.85805105045438
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.01705966862409638,0.3,5.0,50.85541075095534
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.017230402571935328,0.3,10.0,50.562897231429815
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.017314717320412277,0.3,20.0,50.86230766028166
100k-20seg-50L,AccQ,42,2027,CCE,0.3,0.01733972563453302,0.3,30.0,50.79770600423217
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.3615927215803635,0.5,1.0,51.18453083559871
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.375970445336934,0.5,5.0,50.85466895252466
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.37966995909664564,0.5,10.0,50.844020675867796
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.3814206208475982,0.5,20.0,51.180808804929256
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.3819144565420323,0.5,30.0,51.29511468112469
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.7396022171651633,0.7,1.0,50.45645218342543
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.7690005592979643,0.7,5.0,51.27081507816911
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.7765703207652264,0.7,10.0,50.877701956778765
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.7801559590156086,0.7,20.0,50.52971001714468
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-0.7811686387185977,0.7,30.0,54.01072558015585
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-1.1176117127499632,0.9,1.0,50.283489283174276
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-1.162030673258995,0.9,5.0,50.708021968603134
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-1.1734706824338075,0.9,10.0,52.31916764751077
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-1.1788912971836192,0.9,20.0,54.39060786738992
100k-20seg-50L,AccQ,42,2027,CCE,0.3,-1.180422820895163,0.9,30.0,52.97332117334008
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.5864286189861495,0.1,1.0,50.02615274861455
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.6097311711015361,0.1,5.0,50.41325883939862
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.6157352690664599,0.1,10.0,50.21490203216672
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.6185818923340929,0.1,20.0,51.16034997627139
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.6193867594159927,0.1,30.0,50.900500267744064
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.20841754729331322,0.3,1.0,50.4965097643435
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.21669730052423725,0.3,5.0,50.46949675306678
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.21883172843675086,0.3,10.0,51.07935005798936
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.2198444043272385,0.3,20.0,50.62020476907492
100k-20seg-50L,AccQ,42,2025,CCE,0.4,0.22013098104753603,0.3,30.0,52.15145228430629
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.16959352439952305,0.5,1.0,50.54638022556901
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.17633657005306153,0.5,5.0,51.15781771019101
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.17807181219295815,0.5,10.0,50.781584810465574
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.17889308367961584,0.5,20.0,50.51625985652208
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.1791247973209206,0.5,30.0,52.246552426368
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.5476045960923592,0.7,1.0,51.65102379396558
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.5693704406303601,0.7,5.0,50.732375122606754
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.5749753528226672,0.7,10.0,50.571938045322895
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.5776305716864701,0.7,20.0,51.04771535843611
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.5783805756893772,0.7,30.0,50.48516811802983
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.9256156677851957,0.9,1.0,50.598584581166506
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.9624043112076592,0.9,5.0,50.46378634870052
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.9718788934523763,0.9,10.0,50.88341608643532
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.9763680596933246,0.9,20.0,51.1853932403028
100k-20seg-50L,AccQ,42,2025,CCE,0.4,-0.977636354057834,0.9,30.0,50.805932842195034
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.548202386439932,0.1,1.0,49.85147016122937
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.5699838059587283,0.1,5.0,50.19222339615226
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.5755971344864932,0.1,10.0,50.056633073836565
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.5782592586551301,0.1,20.0,50.87130283936858
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.5790122268050406,0.1,30.0,50.1712653785944
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.17019051200747423,0.3,1.0,51.003023982048035
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.17694801949065567,0.3,5.0,51.335643976926804
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.17869197320147195,0.3,10.0,50.79939775168896
100k-20seg-50L,AccQ,42,2026,CCE,0.4,0.17952067536338945,0.3,20.0,50.32158875837922
