case_name,num_items,spearman_q,kendall_q,mean_deviation_q,noise_std,spearman_p,kendall_p,mean_deviation_p,metric_name
10k-1seg-100H,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
10k-1seg-100H,10,0.9515,0.8667,0.6,0.1,,,,F1-PA
10k-1seg-100L,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-1seg-100L,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-1seg-100L,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-1seg-100L,10,0.9879,0.9556,0.2,0.05,,,,F1-PA
10k-1seg-100L,10,0.9394,0.8222,0.8,0.05,,,,F1-PA
10k-1seg-100L,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-1seg-100L,10,0.9636,0.9111,0.4,0.1,,,,F1-PA
10k-1seg-100L,10,0.9515,0.8667,0.6,0.1,,,,F1-PA
10k-20seg-50H,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-20seg-50H,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-20seg-50H,10,0.9879,0.9556,0.2,0.05,,,,F1-PA
10k-20seg-50H,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-20seg-50H,10,0.9394,0.8222,0.8,0.05,,,,F1-PA
10k-20seg-50H,10,0.9758,0.9111,0.4,0.1,,,,F1-PA
10k-20seg-50H,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-20seg-50H,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
10k-20seg-50H,10,0.3455,0.3333,2.2,0.1,,,,F1-PA
10k-20seg-50L,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-20seg-50L,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-20seg-50L,10,0.9879,0.9556,0.2,0.05,,,,F1-PA
10k-20seg-50L,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-20seg-50L,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-20seg-50L,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
10k-20seg-50L,10,0.9758,0.9111,0.4,0.1,,,,F1-PA
10k-20seg-50L,10,-0.2727,-0.1111,4.0,0.1,,,,F1-PA
10k-2seg-500H,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-2seg-500H,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-2seg-500H,10,0.8909,0.7778,1.0,0.05,,,,F1-PA
10k-2seg-500H,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-2seg-500H,10,0.8909,0.7778,0.8,0.1,,,,F1-PA
10k-2seg-500H,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
10k-2seg-500H,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-2seg-500H,10,-0.7576,-0.5556,5.0,0.1,,,,F1-PA
10k-2seg-500L,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-2seg-500L,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-2seg-500L,10,0.9879,0.9556,0.2,0.05,,,,F1-PA
10k-2seg-500L,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-2seg-500L,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
10k-2seg-500L,10,-0.3212,-0.0667,4.2,0.1,,,,F1-PA
10k-2seg-50H,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-2seg-50H,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-2seg-50H,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-2seg-50H,10,0.8545,0.6889,1.0,0.05,,,,F1-PA
10k-2seg-50H,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-2seg-50H,10,0.7576,0.5556,1.8,0.1,,,,F1-PA
10k-2seg-50L,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-2seg-50L,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-2seg-50L,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-2seg-50L,10,0.8424,0.7333,1.2,0.05,,,,F1-PA
10k-2seg-50L,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-2seg-50L,10,0.8303,0.6889,1.2,0.1,,,,F1-PA
10k-50seg-20H,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-50seg-20H,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-50seg-20H,10,0.9636,0.9111,0.4,0.05,,,,F1-PA
10k-50seg-20H,10,0.9879,0.9556,0.2,0.05,,,,F1-PA
10k-50seg-20H,10,0.9758,0.9111,0.4,0.05,,,,F1-PA
10k-50seg-20H,10,0.9758,0.9111,0.4,0.1,,,,F1-PA
10k-50seg-20H,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
10k-50seg-20H,10,-0.5879,-0.3778,4.8,0.1,,,,F1-PA
10k-50seg-20L,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-50seg-20L,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-50seg-20L,10,0.9879,0.9556,0.2,0.05,,,,F1-PA
10k-50seg-20L,10,0.903,0.7778,0.8,0.05,,,,F1-PA
10k-50seg-20L,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-50seg-20L,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
10k-50seg-20L,10,-0.5758,-0.3333,4.8,0.1,,,,F1-PA
10k-5seg-20H,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-5seg-20H,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-5seg-20H,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-5seg-20H,10,0.9515,0.8667,0.6,0.05,,,,F1-PA
10k-5seg-20H,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-5seg-20H,10,0.9394,0.8222,0.6,0.1,,,,F1-PA
10k-5seg-20L,4,,,,0.05,1.0,1.0,0.0,F1-PA
10k-5seg-20L,4,,,,0.1,1.0,1.0,0.0,F1-PA
10k-5seg-20L,10,1.0,1.0,0.0,0.05,,,,F1-PA
10k-5seg-20L,10,0.9758,0.9111,0.4,0.05,,,,F1-PA
10k-5seg-20L,10,0.8667,0.6889,1.0,0.05,,,,F1-PA
10k-5seg-20L,10,1.0,1.0,0.0,0.1,,,,F1-PA
10k-5seg-20L,10,0.9273,0.8222,0.8,0.1,,,,F1-PA
10k-5seg-20L,10,0.7212,0.5111,1.8,0.1,,,,F1-PA
MSL,4,,,,0.05,1.0,1.0,0.0,F1-PA
MSL,4,,,,0.1,1.0,1.0,0.0,F1-PA
MSL,10,0.9879,0.9556,0.2,0.05,,,,F1-PA
MSL,10,1.0,1.0,0.0,0.05,,,,F1-PA
MSL,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
MSL,10,1.0,1.0,0.0,0.1,,,,F1-PA
MSL,10,-0.5758,-0.3333,4.8,0.1,,,,F1-PA
NIPS_TS_Creditcard,4,,,,0.05,1.0,1.0,0.0,F1-PA
NIPS_TS_Creditcard,4,,,,0.1,1.0,1.0,0.0,F1-PA
NIPS_TS_Creditcard,10,1.0,1.0,0.0,0.05,,,,F1-PA
NIPS_TS_Creditcard,10,0.9394,0.8222,0.8,0.05,,,,F1-PA
NIPS_TS_Creditcard,10,1.0,1.0,0.0,0.1,,,,F1-PA
NIPS_TS_Creditcard,10,0.9758,0.9111,0.4,0.1,,,,F1-PA
PSM,4,,,,0.05,1.0,1.0,0.0,F1-PA
PSM,4,,,,0.1,1.0,1.0,0.0,F1-PA
PSM,10,0.9758,0.9111,0.4,0.05,,,,F1-PA
PSM,10,1.0,1.0,0.0,0.05,,,,F1-PA
PSM,10,0.4424,0.5556,1.8,0.1,,,,F1-PA
PSM,10,0.0182,0.2444,3.2,0.1,,,,F1-PA
PSM,10,-0.3212,-0.0667,4.2,0.1,,,,F1-PA
PSM,10,-0.9515,-0.8667,5.0,0.1,,,,F1-PA
SMD-1-1,4,,,,0.05,1.0,1.0,0.0,F1-PA
SMD-1-1,4,,,,0.1,1.0,1.0,0.0,F1-PA
SMD-1-1,10,1.0,1.0,0.0,0.05,,,,F1-PA
SMD-1-1,10,1.0,1.0,0.0,0.1,,,,F1-PA
SMD-1-1,10,-0.3212,-0.0667,4.2,0.1,,,,F1-PA
SMD-2-1,4,,,,0.05,1.0,1.0,0.0,F1-PA
SMD-2-1,4,,,,0.1,1.0,1.0,0.0,F1-PA
SMD-2-1,10,1.0,1.0,0.0,0.05,,,,F1-PA
SMD-2-1,10,0.9636,0.9111,0.4,0.05,,,,F1-PA
SMD-2-1,10,1.0,1.0,0.0,0.1,,,,F1-PA
SMD-2-1,10,0.9515,0.8667,0.6,0.1,,,,F1-PA
SMD-3-1,4,,,,0.05,1.0,1.0,0.0,F1-PA
SMD-3-1,4,,,,0.1,1.0,1.0,0.0,F1-PA
SMD-3-1,10,1.0,1.0,0.0,0.05,,,,F1-PA
SMD-3-1,10,0.9515,0.8667,0.4,0.05,,,,F1-PA
SMD-3-1,10,1.0,1.0,0.0,0.1,,,,F1-PA
SMD-3-1,10,0.9879,0.9556,0.2,0.1,,,,F1-PA
SWAT,4,,,,0.05,1.0,1.0,0.0,F1-PA
SWAT,4,,,,0.1,1.0,1.0,0.0,F1-PA
SWAT,10,1.0,1.0,0.0,0.05,,,,F1-PA
SWAT,10,1.0,1.0,0.0,0.1,,,,F1-PA
SWAT,10,-0.5758,-0.3333,4.8,0.1,,,,F1-PA
100k-100seg-100H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-100seg-100H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-100seg-100L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-100seg-100L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-10seg-100H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-10seg-100H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-10seg-100L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-10seg-100L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-200seg-50H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-200seg-50H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-200seg-50L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-200seg-50L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-20seg-500H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-20seg-500H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-20seg-500L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-20seg-500L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-20seg-50H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-20seg-50H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-20seg-50L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-20seg-50L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-2seg-500H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-2seg-500H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-2seg-500L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-2seg-500L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-500seg-20H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-500seg-20H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-500seg-20L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-500seg-20L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-50seg-20H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-50seg-20H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-50seg-20L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
100k-50seg-20L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-10seg-100H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-10seg-100H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-10seg-100L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-10seg-100L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-1seg-100H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-1seg-100H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-1seg-100L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-1seg-100L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-20seg-50H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-20seg-50H,10,0.9879,0.9556,0.2,0.0,,,,Reduced-F1
10k-20seg-50H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-20seg-50L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-20seg-50L,10,0.9879,0.9556,0.2,0.0,,,,Reduced-F1
10k-20seg-50L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-2seg-500H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-2seg-500H,10,0.9879,0.9556,0.2,0.0,,,,Reduced-F1
10k-2seg-500H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-2seg-500L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-2seg-500L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-2seg-50H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-2seg-50H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-2seg-50L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-2seg-50L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-50seg-20H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-50seg-20H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-50seg-20L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-50seg-20L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-5seg-20H,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-5seg-20H,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
10k-5seg-20L,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
10k-5seg-20L,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
MSL,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
MSL,10,0.0909,-0.0222,2.8,0.0,,,,Reduced-F1
MSL,10,0.7091,0.5556,1.4,0.0,,,,Reduced-F1
NIPS_TS_Creditcard,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
NIPS_TS_Creditcard,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
PSM,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
PSM,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
SMD-1-1,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
SMD-1-1,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
SMD-2-1,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
SMD-2-1,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
SMD-3-1,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
SMD-3-1,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
SWAT,4,,,,0.0,1.0,1.0,0.0,Reduced-F1
SWAT,10,1.0,1.0,0.0,0.0,,,,Reduced-F1
100k-100seg-100H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-100seg-100H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-100seg-100H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-100seg-100H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-100seg-100H,10,-0.3212,-0.0667,4.2,0.1,,,,Reduced-F1
100k-100seg-100L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-100seg-100L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-100seg-100L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-100seg-100L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-100seg-100L,10,-0.3212,-0.0667,4.2,0.1,,,,Reduced-F1
100k-10seg-100H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-10seg-100H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-10seg-100H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-10seg-100H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-10seg-100L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-10seg-100L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-10seg-100L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-10seg-100L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-10seg-100L,10,0.9758,0.9111,0.4,0.1,,,,Reduced-F1
100k-200seg-50H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-200seg-50H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-200seg-50H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-200seg-50H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-200seg-50H,10,-0.3212,-0.0667,4.2,0.1,,,,Reduced-F1
100k-200seg-50L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-200seg-50L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-200seg-50L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-200seg-50L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-200seg-50L,10,0.0182,0.2444,3.2,0.1,,,,Reduced-F1
100k-20seg-500H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-20seg-500H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-20seg-500H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-20seg-500H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-20seg-500H,10,-0.3212,-0.0667,4.2,0.1,,,,Reduced-F1
100k-20seg-500L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-20seg-500L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-20seg-500L,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
100k-20seg-500L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-20seg-500L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-20seg-500L,10,-0.3212,-0.0667,4.2,0.1,,,,Reduced-F1
100k-20seg-50H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-20seg-50H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-20seg-50H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-20seg-50H,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
100k-20seg-50H,10,0.9636,0.9111,0.4,0.05,,,,Reduced-F1
100k-20seg-50H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-20seg-50H,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
100k-20seg-50H,10,0.8424,0.6889,1.2,0.1,,,,Reduced-F1
100k-20seg-50L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-20seg-50L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-20seg-50L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-20seg-50L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-2seg-500H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-2seg-500H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-2seg-500H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-2seg-500H,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
100k-2seg-500H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-2seg-500H,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
100k-2seg-500L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-2seg-500L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-2seg-500L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-2seg-500L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-500seg-20H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-500seg-20H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-500seg-20H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-500seg-20H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-500seg-20H,10,-0.3212,-0.0667,4.2,0.1,,,,Reduced-F1
100k-500seg-20L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-500seg-20L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-500seg-20L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-500seg-20L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-500seg-20L,10,0.0182,0.2444,3.2,0.1,,,,Reduced-F1
100k-50seg-20H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-50seg-20H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-50seg-20H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-50seg-20H,10,0.9758,0.9111,0.4,0.05,,,,Reduced-F1
100k-50seg-20H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-50seg-20H,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
100k-50seg-20H,10,0.903,0.7778,0.8,0.1,,,,Reduced-F1
100k-50seg-20L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
100k-50seg-20L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
100k-50seg-20L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
100k-50seg-20L,10,0.9636,0.9111,0.4,0.05,,,,Reduced-F1
100k-50seg-20L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
100k-50seg-20L,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-10seg-100H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-10seg-100H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-10seg-100H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-10seg-100H,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
10k-10seg-100H,10,0.9152,0.7778,0.8,0.05,,,,Reduced-F1
10k-10seg-100H,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-10seg-100H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-10seg-100H,10,-0.3818,-0.2444,4.2,0.1,,,,Reduced-F1
10k-10seg-100L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-10seg-100L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-10seg-100L,10,0.9394,0.8667,0.6,0.05,,,,Reduced-F1
10k-10seg-100L,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
10k-10seg-100L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-10seg-100L,10,0.9394,0.8667,0.6,0.1,,,,Reduced-F1
10k-10seg-100L,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-10seg-100L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-10seg-100L,10,-0.3333,-0.1111,4.2,0.1,,,,Reduced-F1
10k-1seg-100H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-1seg-100H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-1seg-100H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-1seg-100H,10,0.9394,0.8222,0.8,0.05,,,,Reduced-F1
10k-1seg-100H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-1seg-100H,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-1seg-100H,10,0.9515,0.8667,0.6,0.1,,,,Reduced-F1
10k-1seg-100L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-1seg-100L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-1seg-100L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-1seg-100L,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
10k-1seg-100L,10,0.9394,0.8222,0.8,0.05,,,,Reduced-F1
10k-1seg-100L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-1seg-100L,10,0.9636,0.9111,0.4,0.1,,,,Reduced-F1
10k-1seg-100L,10,0.9515,0.8667,0.6,0.1,,,,Reduced-F1
10k-20seg-50H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-20seg-50H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-20seg-50H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-20seg-50H,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
10k-20seg-50H,10,0.9758,0.9111,0.4,0.1,,,,Reduced-F1
10k-20seg-50H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-20seg-50H,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-20seg-50H,10,0.4182,0.4667,1.8,0.1,,,,Reduced-F1
10k-20seg-50L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-20seg-50L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-20seg-50L,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
10k-20seg-50L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-20seg-50L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-20seg-50L,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-20seg-50L,10,0.9758,0.9111,0.4,0.1,,,,Reduced-F1
10k-20seg-50L,10,-0.2727,-0.1111,4.0,0.1,,,,Reduced-F1
10k-2seg-500H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-2seg-500H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-2seg-500H,10,0.8909,0.7778,1.0,0.05,,,,Reduced-F1
10k-2seg-500H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-2seg-500H,10,0.8909,0.7778,0.8,0.1,,,,Reduced-F1
10k-2seg-500H,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-2seg-500H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-2seg-500H,10,-0.7576,-0.5556,5.0,0.1,,,,Reduced-F1
10k-2seg-500L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-2seg-500L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-2seg-500L,10,0.9879,0.9556,0.2,0.05,,,,Reduced-F1
10k-2seg-500L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-2seg-500L,10,0.9879,0.9556,0.2,0.1,,,,Reduced-F1
10k-2seg-500L,10,-0.3212,-0.0667,4.2,0.1,,,,Reduced-F1
10k-2seg-50H,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-2seg-50H,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-2seg-50H,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-2seg-50H,10,0.8545,0.6889,1.0,0.05,,,,Reduced-F1
10k-2seg-50H,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
10k-2seg-50H,10,0.7576,0.5556,1.8,0.1,,,,Reduced-F1
10k-2seg-50L,4,,,,0.05,1.0,1.0,0.0,Reduced-F1
10k-2seg-50L,4,,,,0.1,1.0,1.0,0.0,Reduced-F1
10k-2seg-50L,10,1.0,1.0,0.0,0.05,,,,Reduced-F1
10k-2seg-50L,10,0.8424,0.7333,1.2,0.05,,,,Reduced-F1
10k-2seg-50L,10,1.0,1.0,0.0,0.1,,,,Reduced-F1
